GarageArea,LotArea,1stFlrSF,BsmtUnfSF,GrLivArea,LotFrontage,BsmtFinSF1,TotalBsmtSF,OpenPorchSF,2ndFlrSF
912,12898,1620,598,1620,89.0,1022,1620,0,0.0
834,11787,1383,660,2398,95.0,719,1379,60,1015.0
834,11787,1383,660,2398,95.0,719,1379,60,1015.0
834,11787,1383,660,2398,95.0,719,1379,60,1015.0
834,11787,1383,660,2398,95.0,719,1379,60,1015.0
834,11787,1383,660,2398,95.0,719,1379,60,1015.0
834,11787,1383,660,2398,95.0,719,1379,60,1015.0
834,11787,1383,660,2398,95.0,719,1379,60,1015.0
834,11787,1383,660,2398,95.0,719,1379,60,1015.0
834,11787,1383,660,2398,95.0,719,1379,60,1015.0
834,11787,1383,660,2398,95.0,719,1379,60,1015.0
834,11787,1383,660,2398,95.0,719,1379,60,1015.0
834,11787,1383,660,2398,95.0,719,1379,60,1015.0
834,11787,1383,660,2398,95.0,719,1379,60,1015.0
834,11787,1383,660,2398,95.0,719,1379,60,1015.0
834,11787,1383,660,2398,95.0,719,1379,60,1015.0
834,11787,1383,660,2398,95.0,719,1379,60,1015.0
834,11787,1383,660,2398,95.0,719,1379,60,1015.0
852,9591,1143,1143,2473,76.0,0,1143,151,1330.0
852,9591,1143,1143,2473,76.0,0,1143,151,1330.0
852,9591,1143,1143,2473,76.0,0,1143,151,1330.0
852,9591,1143,1143,2473,76.0,0,1143,151,1330.0
852,9591,1143,1143,2473,76.0,0,1143,151,1330.0
852,9591,1143,1143,2473,76.0,0,1143,151,1330.0
852,9591,1143,1143,2473,76.0,0,1143,151,1330.0
852,9591,1143,1143,2473,76.0,0,1143,151,1330.0
852,9591,1143,1143,2473,76.0,0,1143,151,1330.0
852,9591,1143,1143,2473,76.0,0,1143,151,1330.0
852,9591,1143,1143,2473,76.0,0,1143,151,1330.0
852,9591,1143,1143,2473,76.0,0,1143,151,1330.0
852,9591,1143,1143,2473,76.0,0,1143,151,1330.0
852,9591,1143,1143,2473,76.0,0,1143,151,1330.0
852,9591,1143,1143,2473,76.0,0,1143,151,1330.0
852,9591,1143,1143,2473,76.0,0,1143,151,1330.0
852,9591,1143,1143,2473,76.0,0,1143,151,1330.0
818,12030,1694,1694,1694,93.0,0,1694,228,0.0
928,12085,1734,730,1734,93.0,1004,1734,0,0.0
928,12085,1734,730,1734,93.0,1004,1734,0,0.0
928,12085,1734,730,1734,93.0,1004,1734,0,0.0
818,12030,1694,1694,1694,93.0,0,1694,228,0.0
818,12030,1694,1694,1694,93.0,0,1694,228,0.0
928,12085,1734,730,1734,93.0,1004,1734,0,0.0
928,12085,1734,730,1734,93.0,1004,1734,0,0.0
818,12030,1694,1694,1694,93.0,0,1694,228,0.0
928,12085,1734,730,1734,93.0,1004,1734,0,0.0
928,12085,1734,730,1734,93.0,1004,1734,0,0.0
928,12085,1734,730,1734,93.0,1004,1734,0,0.0
818,12030,1694,1694,1694,93.0,0,1694,228,0.0
928,12085,1734,730,1734,93.0,1004,1734,0,0.0
928,12085,1734,730,1734,93.0,1004,1734,0,0.0
928,12085,1734,730,1734,93.0,1004,1734,0,0.0
617,7820,1869,1869,1869,68.0,0,1869,54,0.0
617,7820,1869,1869,1869,68.0,0,1869,54,0.0
617,7820,1869,1869,1869,68.0,0,1869,54,0.0
617,7820,1869,1869,1869,68.0,0,1869,54,0.0
617,7820,1869,1869,1869,68.0,0,1869,54,0.0
617,7820,1869,1869,1869,68.0,0,1869,54,0.0
617,7820,1869,1869,1869,68.0,0,1869,54,0.0
617,7820,1869,1869,1869,68.0,0,1869,54,0.0
617,7820,1869,1869,1869,68.0,0,1869,54,0.0
617,7820,1869,1869,1869,68.0,0,1869,54,0.0
617,7820,1869,1869,1869,68.0,0,1869,54,0.0
617,7820,1869,1869,1869,68.0,0,1869,54,0.0
617,7820,1869,1869,1869,68.0,0,1869,54,0.0
617,7820,1869,1869,1869,68.0,0,1869,54,0.0
617,7820,1869,1869,1869,68.0,0,1869,54,0.0
617,7820,1869,1869,1869,68.0,0,1869,54,0.0
617,7820,1869,1869,1869,68.0,0,1869,54,0.0
758,11302,1826,392,1826,69.0,1422,1814,75,0.0
758,11302,1826,392,1826,69.0,1422,1814,75,0.0
758,11302,1826,392,1826,69.0,1422,1814,75,0.0
758,11302,1826,392,1826,69.0,1422,1814,75,0.0
758,11302,1826,392,1826,69.0,1422,1814,75,0.0
758,11302,1826,392,1826,69.0,1422,1814,75,0.0
758,11302,1826,392,1826,69.0,1422,1814,75,0.0
758,11302,1826,392,1826,69.0,1422,1814,75,0.0
758,11302,1826,392,1826,69.0,1422,1814,75,0.0
758,11302,1826,392,1826,69.0,1422,1814,75,0.0
758,11302,1826,392,1826,69.0,1422,1814,75,0.0
758,11302,1826,392,1826,69.0,1422,1814,75,0.0
758,11302,1826,392,1826,69.0,1422,1814,75,0.0
758,11302,1826,392,1826,69.0,1422,1814,75,0.0
758,11302,1826,392,1826,69.0,1422,1814,75,0.0
758,11302,1826,392,1826,69.0,1422,1814,75,0.0
758,11302,1826,392,1826,69.0,1422,1814,75,0.0
788,11670,1905,1905,1905,84.0,0,1905,191,0.0
788,11670,1905,1905,1905,84.0,0,1905,191,0.0
594,12376,1699,203,3222,90.0,1470,1673,0,1523.0
594,12376,1699,203,3222,90.0,1470,1673,0,1523.0
594,12376,1699,203,3222,90.0,1470,1673,0,1523.0
594,12376,1699,203,3222,90.0,1470,1673,0,1523.0
594,12376,1699,203,3222,90.0,1470,1673,0,1523.0
788,11670,1905,1905,1905,84.0,0,1905,191,0.0
788,11670,1905,1905,1905,84.0,0,1905,191,0.0
594,12376,1699,203,3222,90.0,1470,1673,0,1523.0
788,11670,1905,1905,1905,84.0,0,1905,191,0.0
594,12376,1699,203,3222,90.0,1470,1673,0,1523.0
788,11670,1905,1905,1905,84.0,0,1905,191,0.0
788,11670,1905,1905,1905,84.0,0,1905,191,0.0
594,12376,1699,203,3222,90.0,1470,1673,0,1523.0
788,11670,1905,1905,1905,84.0,0,1905,191,0.0
656,11198,1134,1122,2504,77.0,0,1122,39,1370.0
880,13500,1521,1237,2775,75.0,0,1237,502,0.0
840,13173,1652,80,1652,108.0,1572,1652,102,0.0
840,13173,1652,80,1652,108.0,1572,1652,102,0.0
656,11198,1134,1122,2504,77.0,0,1122,39,1370.0
840,13173,1652,80,1652,108.0,1572,1652,102,0.0
840,13173,1652,80,1652,108.0,1572,1652,102,0.0
880,13500,1521,1237,2775,75.0,0,1237,502,0.0
840,13173,1652,80,1652,108.0,1572,1652,102,0.0
840,13173,1652,80,1652,108.0,1572,1652,102,0.0
656,11198,1134,1122,2504,77.0,0,1122,39,1370.0
840,13173,1652,80,1652,108.0,1572,1652,102,0.0
840,13173,1652,80,1652,108.0,1572,1652,102,0.0
656,11198,1134,1122,2504,77.0,0,1122,39,1370.0
656,11198,1134,1122,2504,77.0,0,1122,39,1370.0
853,14215,1158,1158,2376,101.0,0,1158,154,1218.0
853,14215,1158,1158,2376,101.0,0,1158,154,1218.0
853,14215,1158,1158,2376,101.0,0,1158,154,1218.0
853,14215,1158,1158,2376,101.0,0,1158,154,1218.0
853,14215,1158,1158,2376,101.0,0,1158,154,1218.0
853,14215,1158,1158,2376,101.0,0,1158,154,1218.0
853,14215,1158,1158,2376,101.0,0,1158,154,1218.0
853,14215,1158,1158,2376,101.0,0,1158,154,1218.0
853,14215,1158,1158,2376,101.0,0,1158,154,1218.0
853,14215,1158,1158,2376,101.0,0,1158,154,1218.0
853,14215,1158,1158,2376,101.0,0,1158,154,1218.0
853,14215,1158,1158,2376,101.0,0,1158,154,1218.0
853,14215,1158,1158,2376,101.0,0,1158,154,1218.0
853,14215,1158,1158,2376,101.0,0,1158,154,1218.0
853,14215,1158,1158,2376,101.0,0,1158,154,1218.0
853,14215,1158,1158,2376,101.0,0,1158,154,1218.0
853,14215,1158,1158,2376,101.0,0,1158,154,1218.0
789,10562,1610,294,2161,86.0,1288,1582,120,551.0
789,10562,1610,294,2161,86.0,1288,1582,120,551.0
789,10562,1610,294,2161,86.0,1288,1582,120,551.0
789,10562,1610,294,2161,86.0,1288,1582,120,551.0
789,10562,1610,294,2161,86.0,1288,1582,120,551.0
789,10562,1610,294,2161,86.0,1288,1582,120,551.0
789,10562,1610,294,2161,86.0,1288,1582,120,551.0
789,10562,1610,294,2161,86.0,1288,1582,120,551.0
789,10562,1610,294,2161,86.0,1288,1582,120,551.0
789,10562,1610,294,2161,86.0,1288,1582,120,551.0
789,10562,1610,294,2161,86.0,1288,1582,120,551.0
789,10562,1610,294,2161,86.0,1288,1582,120,551.0
789,10562,1610,294,2161,86.0,1288,1582,120,551.0
789,10562,1610,294,2161,86.0,1288,1582,120,551.0
789,10562,1610,294,2161,86.0,1288,1582,120,551.0
789,10562,1610,294,2161,86.0,1288,1582,120,551.0
789,10562,1610,294,2161,86.0,1288,1582,120,551.0
772,16033,1850,572,1850,98.0,1261,1833,112,0.0
772,16033,1850,572,1850,98.0,1261,1833,112,0.0
772,16033,1850,572,1850,98.0,1261,1833,112,0.0
772,16033,1850,572,1850,98.0,1261,1833,112,0.0
772,16033,1850,572,1850,98.0,1261,1833,112,0.0
772,16033,1850,572,1850,98.0,1261,1833,112,0.0
772,16033,1850,572,1850,98.0,1261,1833,112,0.0
772,16033,1850,572,1850,98.0,1261,1833,112,0.0
772,16033,1850,572,1850,98.0,1261,1833,112,0.0
772,16033,1850,572,1850,98.0,1261,1833,112,0.0
772,16033,1850,572,1850,98.0,1261,1833,112,0.0
772,16033,1850,572,1850,98.0,1261,1833,112,0.0
772,16033,1850,572,1850,98.0,1261,1833,112,0.0
772,16033,1850,572,1850,98.0,1261,1833,112,0.0
772,16033,1850,572,1850,98.0,1261,1833,112,0.0
772,16033,1850,572,1850,98.0,1261,1833,112,0.0
772,16033,1850,572,1850,98.0,1261,1833,112,0.0
533,14000,1306,105,2260,80.0,1201,1306,44,954.0
533,14000,1306,105,2260,80.0,1201,1306,44,954.0
533,14000,1306,105,2260,80.0,1201,1306,44,954.0
533,14000,1306,105,2260,80.0,1201,1306,44,954.0
533,14000,1306,105,2260,80.0,1201,1306,44,954.0
533,14000,1306,105,2260,80.0,1201,1306,44,954.0
533,14000,1306,105,2260,80.0,1201,1306,44,954.0
533,14000,1306,105,2260,80.0,1201,1306,44,954.0
533,14000,1306,105,2260,80.0,1201,1306,44,954.0
533,14000,1306,105,2260,80.0,1201,1306,44,954.0
533,14000,1306,105,2260,80.0,1201,1306,44,954.0
533,14000,1306,105,2260,80.0,1201,1306,44,954.0
533,14000,1306,105,2260,80.0,1201,1306,44,954.0
533,14000,1306,105,2260,80.0,1201,1306,44,954.0
533,14000,1306,105,2260,80.0,1201,1306,44,954.0
533,14000,1306,105,2260,80.0,1201,1306,44,954.0
533,14000,1306,105,2260,80.0,1201,1306,44,954.0
506,5119,1709,460,1709,50.0,1238,1698,65,0.0
506,5119,1709,460,1709,50.0,1238,1698,65,0.0
506,5119,1709,460,1709,50.0,1238,1698,65,0.0
506,5119,1709,460,1709,50.0,1238,1698,65,0.0
506,5119,1709,460,1709,50.0,1238,1698,65,0.0
506,5119,1709,460,1709,50.0,1238,1698,65,0.0
506,5119,1709,460,1709,50.0,1238,1698,65,0.0
506,5119,1709,460,1709,50.0,1238,1698,65,0.0
506,5119,1709,460,1709,50.0,1238,1698,65,0.0
506,5119,1709,460,1709,50.0,1238,1698,65,0.0
506,5119,1709,460,1709,50.0,1238,1698,65,0.0
506,5119,1709,460,1709,50.0,1238,1698,65,0.0
506,5119,1709,460,1709,50.0,1238,1698,65,0.0
506,5119,1709,460,1709,50.0,1238,1698,65,0.0
506,5119,1709,460,1709,50.0,1238,1698,65,0.0
506,5119,1709,460,1709,50.0,1238,1698,65,0.0
506,5119,1709,460,1709,50.0,1238,1698,65,0.0
779,14774,1422,1393,2599,108.0,0,1393,30,1177.0
779,14774,1422,1393,2599,108.0,0,1393,30,1177.0
779,14774,1422,1393,2599,108.0,0,1393,30,1177.0
779,14774,1422,1393,2599,108.0,0,1393,30,1177.0
779,14774,1422,1393,2599,108.0,0,1393,30,1177.0
779,14774,1422,1393,2599,108.0,0,1393,30,1177.0
779,14774,1422,1393,2599,108.0,0,1393,30,1177.0
779,14774,1422,1393,2599,108.0,0,1393,30,1177.0
779,14774,1422,1393,2599,108.0,0,1393,30,1177.0
779,14774,1422,1393,2599,108.0,0,1393,30,1177.0
779,14774,1422,1393,2599,108.0,0,1393,30,1177.0
779,14774,1422,1393,2599,108.0,0,1393,30,1177.0
779,14774,1422,1393,2599,108.0,0,1393,30,1177.0
779,14774,1422,1393,2599,108.0,0,1393,30,1177.0
779,14774,1422,1393,2599,108.0,0,1393,30,1177.0
779,14774,1422,1393,2599,108.0,0,1393,30,1177.0
779,14774,1422,1393,2599,108.0,0,1393,30,1177.0
628,26178,1238,245,2519,42.0,965,1210,27,1281.0
567,17500,1902,496,1902,100.0,1406,1902,207,0.0
567,17500,1902,496,1902,100.0,1406,1902,207,0.0
567,17500,1902,496,1902,100.0,1406,1902,207,0.0
567,17500,1902,496,1902,100.0,1406,1902,207,0.0
567,17500,1902,496,1902,100.0,1406,1902,207,0.0
567,17500,1902,496,1902,100.0,1406,1902,207,0.0
628,26178,1238,245,2519,42.0,965,1210,27,1281.0
628,26178,1238,245,2519,42.0,965,1210,27,1281.0
567,17500,1902,496,1902,100.0,1406,1902,207,0.0
836,11308,1130,168,2184,96.0,936,1104,102,1054.0
628,26178,1238,245,2519,42.0,965,1210,27,1281.0
567,17500,1902,496,1902,100.0,1406,1902,207,0.0
628,26178,1238,245,2519,42.0,965,1210,27,1281.0
836,11308,1130,168,2184,96.0,936,1104,102,1054.0
676,12203,1276,371,2612,98.0,854,1225,0,1336.0
676,12203,1276,371,2612,98.0,854,1225,0,1336.0
676,12203,1276,371,2612,98.0,854,1225,0,1336.0
676,12203,1276,371,2612,98.0,854,1225,0,1336.0
676,12203,1276,371,2612,98.0,854,1225,0,1336.0
676,12203,1276,371,2612,98.0,854,1225,0,1336.0
676,12203,1276,371,2612,98.0,854,1225,0,1336.0
676,12203,1276,371,2612,98.0,854,1225,0,1336.0
676,12203,1276,371,2612,98.0,854,1225,0,1336.0
676,12203,1276,371,2612,98.0,854,1225,0,1336.0
676,12203,1276,371,2612,98.0,854,1225,0,1336.0
676,12203,1276,371,2612,98.0,854,1225,0,1336.0
676,12203,1276,371,2612,98.0,854,1225,0,1336.0
676,12203,1276,371,2612,98.0,854,1225,0,1336.0
676,12203,1276,371,2612,98.0,854,1225,0,1336.0
676,12203,1276,371,2612,98.0,854,1225,0,1336.0
676,12203,1276,371,2612,98.0,854,1225,0,1336.0
856,9430,1268,89,2365,82.0,1163,1252,128,1097.0
856,9430,1268,89,2365,82.0,1163,1252,128,1097.0
856,9430,1268,89,2365,82.0,1163,1252,128,1097.0
856,9430,1268,89,2365,82.0,1163,1252,128,1097.0
856,9430,1268,89,2365,82.0,1163,1252,128,1097.0
856,9430,1268,89,2365,82.0,1163,1252,128,1097.0
856,9430,1268,89,2365,82.0,1163,1252,128,1097.0
856,9430,1268,89,2365,82.0,1163,1252,128,1097.0
856,9430,1268,89,2365,82.0,1163,1252,128,1097.0
856,9430,1268,89,2365,82.0,1163,1252,128,1097.0
856,9430,1268,89,2365,82.0,1163,1252,128,1097.0
856,9430,1268,89,2365,82.0,1163,1252,128,1097.0
856,9430,1268,89,2365,82.0,1163,1252,128,1097.0
856,9430,1268,89,2365,82.0,1163,1252,128,1097.0
856,9430,1268,89,2365,82.0,1163,1252,128,1097.0
856,9430,1268,89,2365,82.0,1163,1252,128,1097.0
856,9430,1268,89,2365,82.0,1163,1252,128,1097.0
786,12456,1718,528,1718,96.0,1172,1700,48,0.0
786,12456,1718,528,1718,96.0,1172,1700,48,0.0
786,12456,1718,528,1718,96.0,1172,1700,48,0.0
786,12456,1718,528,1718,96.0,1172,1700,48,0.0
786,12456,1718,528,1718,96.0,1172,1700,48,0.0
786,12456,1718,528,1718,96.0,1172,1700,48,0.0
786,12456,1718,528,1718,96.0,1172,1700,48,0.0
786,12456,1718,528,1718,96.0,1172,1700,48,0.0
786,12456,1718,528,1718,96.0,1172,1700,48,0.0
786,12456,1718,528,1718,96.0,1172,1700,48,0.0
786,12456,1718,528,1718,96.0,1172,1700,48,0.0
786,12456,1718,528,1718,96.0,1172,1700,48,0.0
786,12456,1718,528,1718,96.0,1172,1700,48,0.0
786,12456,1718,528,1718,96.0,1172,1700,48,0.0
786,12456,1718,528,1718,96.0,1172,1700,48,0.0
786,12456,1718,528,1718,96.0,1172,1700,48,0.0
786,12456,1718,528,1718,96.0,1172,1700,48,0.0
836,10800,1050,245,2078,85.0,789,1034,102,1028.0
836,10800,1050,245,2078,85.0,789,1034,102,1028.0
836,10800,1050,245,2078,85.0,789,1034,102,1028.0
836,10800,1050,245,2078,85.0,789,1034,102,1028.0
836,10800,1050,245,2078,85.0,789,1034,102,1028.0
836,10800,1050,245,2078,85.0,789,1034,102,1028.0
836,10800,1050,245,2078,85.0,789,1034,102,1028.0
836,10800,1050,245,2078,85.0,789,1034,102,1028.0
836,10800,1050,245,2078,85.0,789,1034,102,1028.0
836,10800,1050,245,2078,85.0,789,1034,102,1028.0
836,10800,1050,245,2078,85.0,789,1034,102,1028.0
836,10800,1050,245,2078,85.0,789,1034,102,1028.0
836,10800,1050,245,2078,85.0,789,1034,102,1028.0
836,10800,1050,245,2078,85.0,789,1034,102,1028.0
836,10800,1050,245,2078,85.0,789,1034,102,1028.0
836,10800,1050,245,2078,85.0,789,1034,102,1028.0
836,10800,1050,245,2078,85.0,789,1034,102,1028.0
610,11143,1580,1580,2466,102.0,0,1580,214,886.0
610,11143,1580,1580,2466,102.0,0,1580,214,886.0
610,11143,1580,1580,2466,102.0,0,1580,214,886.0
610,11143,1580,1580,2466,102.0,0,1580,214,886.0
610,11143,1580,1580,2466,102.0,0,1580,214,886.0
1069,16545,1310,503,2450,69.0,781,1284,126,1140.0
1069,16545,1310,503,2450,69.0,781,1284,126,1140.0
1069,16545,1310,503,2450,69.0,781,1284,126,1140.0
610,11143,1580,1580,2466,102.0,0,1580,214,886.0
610,11143,1580,1580,2466,102.0,0,1580,214,886.0
610,11143,1580,1580,2466,102.0,0,1580,214,886.0
610,11143,1580,1580,2466,102.0,0,1580,214,886.0
1069,16545,1310,503,2450,69.0,781,1284,126,1140.0
1069,16545,1310,503,2450,69.0,781,1284,126,1140.0
610,11143,1580,1580,2466,102.0,0,1580,214,886.0
1069,16545,1310,503,2450,69.0,781,1284,126,1140.0
983,10542,1325,138,2418,96.0,1173,1311,154,1093.0
983,10542,1325,138,2418,96.0,1173,1311,154,1093.0
983,10542,1325,138,2418,96.0,1173,1311,154,1093.0
983,10542,1325,138,2418,96.0,1173,1311,154,1093.0
983,10542,1325,138,2418,96.0,1173,1311,154,1093.0
983,10542,1325,138,2418,96.0,1173,1311,154,1093.0
983,10542,1325,138,2418,96.0,1173,1311,154,1093.0
983,10542,1325,138,2418,96.0,1173,1311,154,1093.0
983,10542,1325,138,2418,96.0,1173,1311,154,1093.0
983,10542,1325,138,2418,96.0,1173,1311,154,1093.0
983,10542,1325,138,2418,96.0,1173,1311,154,1093.0
983,10542,1325,138,2418,96.0,1173,1311,154,1093.0
983,10542,1325,138,2418,96.0,1173,1311,154,1093.0
983,10542,1325,138,2418,96.0,1173,1311,154,1093.0
983,10542,1325,138,2418,96.0,1173,1311,154,1093.0
983,10542,1325,138,2418,96.0,1173,1311,154,1093.0
983,10542,1325,138,2418,96.0,1173,1311,154,1093.0
840,16259,1249,1249,2596,111.0,0,1249,154,1347.0
840,16259,1249,1249,2596,111.0,0,1249,154,1347.0
840,16259,1249,1249,2596,111.0,0,1249,154,1347.0
840,16259,1249,1249,2596,111.0,0,1249,154,1347.0
840,16259,1249,1249,2596,111.0,0,1249,154,1347.0
840,16259,1249,1249,2596,111.0,0,1249,154,1347.0
840,16259,1249,1249,2596,111.0,0,1249,154,1347.0
840,16259,1249,1249,2596,111.0,0,1249,154,1347.0
840,16259,1249,1249,2596,111.0,0,1249,154,1347.0
840,16259,1249,1249,2596,111.0,0,1249,154,1347.0
840,16259,1249,1249,2596,111.0,0,1249,154,1347.0
840,16259,1249,1249,2596,111.0,0,1249,154,1347.0
840,16259,1249,1249,2596,111.0,0,1249,154,1347.0
840,16259,1249,1249,2596,111.0,0,1249,154,1347.0
840,16259,1249,1249,2596,111.0,0,1249,154,1347.0
840,16259,1249,1249,2596,111.0,0,1249,154,1347.0
840,16259,1249,1249,2596,111.0,0,1249,154,1347.0
736,11924,1182,177,2324,85.0,998,1175,21,1142.0
736,11924,1182,177,2324,85.0,998,1175,21,1142.0
736,11924,1182,177,2324,85.0,998,1175,21,1142.0
736,11924,1182,177,2324,85.0,998,1175,21,1142.0
736,11924,1182,177,2324,85.0,998,1175,21,1142.0
736,11924,1182,177,2324,85.0,998,1175,21,1142.0
736,11924,1182,177,2324,85.0,998,1175,21,1142.0
736,11924,1182,177,2324,85.0,998,1175,21,1142.0
736,11924,1182,177,2324,85.0,998,1175,21,1142.0
736,11924,1182,177,2324,85.0,998,1175,21,1142.0
736,11924,1182,177,2324,85.0,998,1175,21,1142.0
736,11924,1182,177,2324,85.0,998,1175,21,1142.0
736,11924,1182,177,2324,85.0,998,1175,21,1142.0
736,11924,1182,177,2324,85.0,998,1175,21,1142.0
736,11924,1182,177,2324,85.0,998,1175,21,1142.0
736,11924,1182,177,2324,85.0,998,1175,21,1142.0
736,11924,1182,177,2324,85.0,998,1175,21,1142.0
870,9452,1407,322,2392,82.0,1074,1396,70,985.0
870,9452,1407,322,2392,82.0,1074,1396,70,985.0
870,9452,1407,322,2392,82.0,1074,1396,70,985.0
870,9452,1407,322,2392,82.0,1074,1396,70,985.0
870,9452,1407,322,2392,82.0,1074,1396,70,985.0
870,9452,1407,322,2392,82.0,1074,1396,70,985.0
870,9452,1407,322,2392,82.0,1074,1396,70,985.0
870,9452,1407,322,2392,82.0,1074,1396,70,985.0
870,9452,1407,322,2392,82.0,1074,1396,70,985.0
870,9452,1407,322,2392,82.0,1074,1396,70,985.0
870,9452,1407,322,2392,82.0,1074,1396,70,985.0
870,9452,1407,322,2392,82.0,1074,1396,70,985.0
870,9452,1407,322,2392,82.0,1074,1396,70,985.0
870,9452,1407,322,2392,82.0,1074,1396,70,985.0
870,9452,1407,322,2392,82.0,1074,1396,70,985.0
870,9452,1407,322,2392,82.0,1074,1396,70,985.0
870,9452,1407,322,2392,82.0,1074,1396,70,985.0
738,8834,1462,292,2224,74.0,1170,1462,0,0.0
839,10437,2113,413,2113,91.0,1696,2109,46,0.0
738,8834,1462,292,2224,74.0,1170,1462,0,0.0
738,8834,1462,292,2224,74.0,1170,1462,0,0.0
839,10437,2113,413,2113,91.0,1696,2109,46,0.0
839,10437,2113,413,2113,91.0,1696,2109,46,0.0
839,10437,2113,413,2113,91.0,1696,2109,46,0.0
839,10437,2113,413,2113,91.0,1696,2109,46,0.0
738,8834,1462,292,2224,74.0,1170,1462,0,0.0
839,10437,2113,413,2113,91.0,1696,2109,46,0.0
738,8834,1462,292,2224,74.0,1170,1462,0,0.0
839,10437,2113,413,2113,91.0,1696,2109,46,0.0
738,8834,1462,292,2224,74.0,1170,1462,0,0.0
738,8834,1462,292,2224,74.0,1170,1462,0,0.0
839,10437,2113,413,2113,91.0,1696,2109,46,0.0
738,8834,1462,292,2224,74.0,1170,1462,0,0.0
872,12099,1136,166,2468,99.0,970,1136,154,1332.0
872,12099,1136,166,2468,99.0,970,1136,154,1332.0
872,12099,1136,166,2468,99.0,970,1136,154,1332.0
872,12099,1136,166,2468,99.0,970,1136,154,1332.0
872,12099,1136,166,2468,99.0,970,1136,154,1332.0
872,12099,1136,166,2468,99.0,970,1136,154,1332.0
872,12099,1136,166,2468,99.0,970,1136,154,1332.0
872,12099,1136,166,2468,99.0,970,1136,154,1332.0
872,12099,1136,166,2468,99.0,970,1136,154,1332.0
872,12099,1136,166,2468,99.0,970,1136,154,1332.0
872,12099,1136,166,2468,99.0,970,1136,154,1332.0
872,12099,1136,166,2468,99.0,970,1136,154,1332.0
872,12099,1136,166,2468,99.0,970,1136,154,1332.0
872,12099,1136,166,2468,99.0,970,1136,154,1332.0
872,12099,1136,166,2468,99.0,970,1136,154,1332.0
872,12099,1136,166,2468,99.0,970,1136,154,1332.0
872,12099,1136,166,2468,99.0,970,1136,154,1332.0
380,12168,1940,537,3194,78.0,428,965,0,1254.0
380,12168,1940,537,3194,78.0,428,965,0,1254.0
380,12168,1940,537,3194,78.0,428,965,0,1254.0
380,12168,1940,537,3194,78.0,428,965,0,1254.0
380,12168,1940,537,3194,78.0,428,965,0,1254.0
380,12168,1940,537,3194,78.0,428,965,0,1254.0
380,12168,1940,537,3194,78.0,428,965,0,1254.0
380,12168,1940,537,3194,78.0,428,965,0,1254.0
380,12168,1940,537,3194,78.0,428,965,0,1254.0
380,12168,1940,537,3194,78.0,428,965,0,1254.0
380,12168,1940,537,3194,78.0,428,965,0,1254.0
380,12168,1940,537,3194,78.0,428,965,0,1254.0
380,12168,1940,537,3194,78.0,428,965,0,1254.0
380,12168,1940,537,3194,78.0,428,965,0,1254.0
380,12168,1940,537,3194,78.0,428,965,0,1254.0
380,12168,1940,537,3194,78.0,428,965,0,1254.0
380,12168,1940,537,3194,78.0,428,965,0,1254.0
708,12378,1944,622,1944,90.0,1274,1896,175,0.0
708,12378,1944,622,1944,90.0,1274,1896,175,0.0
708,12378,1944,622,1944,90.0,1274,1896,175,0.0
708,12378,1944,622,1944,90.0,1274,1896,175,0.0
708,12378,1944,622,1944,90.0,1274,1896,175,0.0
708,12378,1944,622,1944,90.0,1274,1896,175,0.0
708,12378,1944,622,1944,90.0,1274,1896,175,0.0
708,12378,1944,622,1944,90.0,1274,1896,175,0.0
708,12378,1944,622,1944,90.0,1274,1896,175,0.0
708,12378,1944,622,1944,90.0,1274,1896,175,0.0
708,12378,1944,622,1944,90.0,1274,1896,175,0.0
708,12378,1944,622,1944,90.0,1274,1896,175,0.0
708,12378,1944,622,1944,90.0,1274,1896,175,0.0
708,12378,1944,622,1944,90.0,1274,1896,175,0.0
708,12378,1944,622,1944,90.0,1274,1896,175,0.0
708,12378,1944,622,1944,90.0,1274,1896,175,0.0
708,12378,1944,622,1944,90.0,1274,1896,175,0.0
666,12438,1264,1234,2576,82.0,0,1234,100,1312.0
666,12438,1264,1234,2576,82.0,0,1234,100,1312.0
666,12438,1264,1234,2576,82.0,0,1234,100,1312.0
666,12438,1264,1234,2576,82.0,0,1234,100,1312.0
666,12438,1264,1234,2576,82.0,0,1234,100,1312.0
666,12438,1264,1234,2576,82.0,0,1234,100,1312.0
666,12438,1264,1234,2576,82.0,0,1234,100,1312.0
666,12438,1264,1234,2576,82.0,0,1234,100,1312.0
666,12438,1264,1234,2576,82.0,0,1234,100,1312.0
666,12438,1264,1234,2576,82.0,0,1234,100,1312.0
666,12438,1264,1234,2576,82.0,0,1234,100,1312.0
666,12438,1264,1234,2576,82.0,0,1234,100,1312.0
666,12438,1264,1234,2576,82.0,0,1234,100,1312.0
666,12438,1264,1234,2576,82.0,0,1234,100,1312.0
666,12438,1264,1234,2576,82.0,0,1234,100,1312.0
666,12438,1264,1234,2576,82.0,0,1234,100,1312.0
666,12438,1264,1234,2576,82.0,0,1234,100,1312.0
880,11443,2028,408,2028,88.0,1460,1868,66,0.0
880,11443,2028,408,2028,88.0,1460,1868,66,0.0
880,11443,2028,408,2028,88.0,1460,1868,66,0.0
880,11443,2028,408,2028,88.0,1460,1868,66,0.0
880,11443,2028,408,2028,88.0,1460,1868,66,0.0
880,11443,2028,408,2028,88.0,1460,1868,66,0.0
